experience_level,job_title,salary_in_usd,company_location,company_size
SE,Data Architect,192400,CA,M
SE,Data Architect,90700,CA,M
SE,Data Analyst,130000,CA,M
SE,Data Analyst,61300,CA,M
SE,Data Analyst,130000,CA,M
SE,Data Analyst,61300,CA,M
SE,Data Engineer,160000,US,L
SE,Data Engineer,113000,US,L
SE,Data Scientist,150000,US,M
SE,Data Scientist,95550,US,M
MI,Data Analyst,167000,US,M
MI,Data Analyst,115500,US,M
SE,Data Analyst,112900,US,M
SE,Data Analyst,90320,US,M
SE,Data Analyst,112900,US,M
SE,Data Analyst,90320,US,M
SE,Data Engineer,165400,US,M
SE,Data Engineer,132320,US,M
SE,Data Engineer,243900,US,M
SE,Data Engineer,156600,US,M
SE,Data Analyst,136600,US,M
SE,Data Analyst,109280,US,M
SE,Data Engineer,128875,US,M
SE,Data Engineer,93700,US,M
EX,autre,224000,US,M
EX,autre,167875,US,M
EX,Analytics Engineer,175000,US,M
EX,Analytics Engineer,135000,US,M
SE,Data Engineer,209100,US,L
SE,Data Engineer,154600,US,L
SE,Data Engineer,180000,US,M
SE,Data Engineer,160000,US,M
SE,Data Scientist,205300,US,L
SE,Data Scientist,140400,US,L
SE,Data Scientist,176000,US,M
SE,Data Scientist,144000,US,M
SE,Data Engineer,200100,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,70500,US,M
SE,Data Engineer,54000,US,M
SE,Data Scientist,205300,US,M
SE,Data Scientist,140400,US,M
SE,Analytics Engineer,205300,US,M
SE,Analytics Engineer,184700,US,M
SE,Data Engineer,175100,US,M
SE,Data Engineer,140250,US,M
SE,Data Analyst,116150,US,M
SE,Data Analyst,99050,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,130000,US,M
SE,Data Analyst,112900,US,M
SE,Data Analyst,90320,US,M
MI,Data Analyst,85000,CA,M
MI,Data Analyst,75000,CA,M
SE,Machine Learning Engineer,214000,US,M
SE,Machine Learning Engineer,192600,US,M
SE,Data Architect,266400,US,M
SE,Data Architect,213120,US,M
SE,Data Engineer,155000,US,M
SE,Data Engineer,115000,US,M
MI,Data Scientist,141300,US,M
MI,Data Scientist,102100,US,M
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
MI,Data Engineer,206699,US,M
MI,Data Engineer,99100,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,110500,US,M
MI,Data Analyst,61566,GB,M
MI,Data Analyst,43096,GB,M
SE,Data Analyst,80000,US,M
SE,Data Analyst,60000,US,M
SE,Data Architect,192564,US,M
SE,Data Architect,144854,US,M
SE,Data Scientist,230000,US,M
SE,Data Scientist,150000,US,M
SE,autre,150260,US,M
SE,autre,109280,US,M
SE,Data Analyst,170000,US,M
SE,Data Analyst,150000,US,M
MI,Data Scientist,160000,US,M
MI,Data Scientist,130000,US,M
EN,Data Analyst,67000,CA,M
EN,Data Analyst,52000,CA,M
SE,Data Engineer,154000,US,M
SE,Data Engineer,126000,US,M
SE,Data Analyst,129000,US,M
SE,Data Analyst,99000,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,140000,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,140000,US,M
SE,Data Analyst,100000,US,M
SE,Data Analyst,69000,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,140000,US,M
SE,Data Analyst,150075,US,M
SE,Data Analyst,110925,US,M
SE,Data Engineer,100000,US,M
SE,Data Engineer,25000,US,M
SE,Data Analyst,126500,US,M
SE,Data Analyst,106260,US,M
SE,Data Engineer,220110,US,M
SE,Data Engineer,160080,US,M
SE,Data Analyst,105000,US,M
SE,Data Analyst,100000,US,M
SE,Data Analyst,170000,US,M
SE,Data Analyst,135000,US,M
SE,Data Scientist,230000,US,M
SE,Data Scientist,140000,US,M
MI,Data Analyst,135000,US,M
MI,Data Analyst,50000,US,M
SE,Data Scientist,220000,US,M
SE,Data Scientist,140000,US,M
MI,Data Scientist,172386,GB,M
MI,Data Scientist,86193,GB,M
SE,Machine Learning Engineer,220000,US,M
SE,Machine Learning Engineer,120000,US,M
MI,Data Scientist,200000,US,M
MI,Data Scientist,120000,US,M
SE,Machine Learning Engineer,120000,autre,S
SE,Machine Learning Engineer,65000,autre,S
EX,Data Engineer,324000,US,M
EX,Data Engineer,216000,US,M
SE,Data Engineer,210000,US,M
SE,Data Engineer,100000,US,M
SE,Data Scientist,185100,US,M
SE,Data Scientist,104890,US,M
SE,Data Engineer,105000,US,M
SE,Data Engineer,80000,US,M
MI,autre,76814,CA,M
SE,autre,117104,CA,L
EX,autre,192037,CA,L
MI,Machine Learning Engineer,120000,US,S
MI,autre,17805,IN,M
MI,Data Scientist,30523,IN,L
MI,autre,55685,autre,L
MI,Data Engineer,52533,DE,L
EN,Data Scientist,17805,IN,M
MI,autre,75000,US,L
MI,autre,157000,US,L
MI,autre,69133,CA,L
EN,Data Engineer,65000,US,S
SE,Machine Learning Engineer,68293,autre,S
MI,Data Scientist,109000,US,L
MI,Data Scientist,67597,CA,M
EN,autre,10000,autre,M
MI,Data Analyst,20000,autre,S
SE,autre,102839,autre,L
SE,autre,200000,US,M
EN,Data Scientist,51081,CA,L
MI,Data Scientist,78000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,115000,US,M
MI,Machine Learning Engineer,83864,autre,L
EN,Data Scientist,40000,autre,L
MI,autre,31520,autre,S
SE,Machine Learning Engineer,59888,autre,L
EN,Data Engineer,54742,DE,L
SE,Research Scientist,89306,autre,L
EN,Data Scientist,83171,autre,M
SE,Data Scientist,165000,US,M
MI,autre,153000,US,M
SE,Data Scientist,100000,US,M
SE,autre,76814,CA,M
MI,Data Scientist,33609,autre,L
MI,autre,75000,CA,S
MI,autre,20000,autre,S
EN,autre,30469,autre,M
MI,Research Scientist,69999,autre,L
EN,Data Engineer,55475,DE,M
MI,Research Scientist,61989,autre,L
SE,Data Science Manager,152500,US,M
EN,Research Scientist,120000,US,L
MI,Data Scientist,135000,US,L
SE,autre,405000,US,L
SE,Data Engineer,150000,US,L
SE,Data Science Manager,240000,US,L
MI,Data Analyst,135000,US,L
EN,Data Scientist,80000,US,M
SE,autre,380000,US,L
MI,Data Scientist,120402,autre,L
SE,autre,177000,US,L
MI,Data Engineer,65141,autre,M
MI,Data Scientist,48000,US,S
EN,autre,20000,autre,M
SE,autre,220000,US,L
MI,autre,77364,autre,S
MI,autre,63711,autre,S
EN,autre,150000,autre,S
MI,Data Analyst,90000,US,M
MI,Data Scientist,100000,US,M
EN,Data Scientist,100000,US,S
EN,Data Scientist,100000,autre,M
SE,Research Scientist,144000,US,L
SE,autre,155499,DE,M
SE,autre,24000,autre,M
MI,autre,38400,US,M
EN,autre,100000,US,L
MI,Data Scientist,82500,US,S
EN,Data Scientist,49646,autre,M
SE,autre,40570,IN,L
EN,Data Engineer,120000,US,M
SE,autre,84053,DE,M
EN,Machine Learning Engineer,20000,IN,S
EN,autre,125000,US,M
MI,Data Scientist,9466,IN,S
SE,autre,120000,US,S
EN,Data Analyst,10354,ES,M
EN,autre,110037,GB,L
EN,autre,21013,autre,L
EN,Data Analyst,50000,US,M
SE,autre,200000,US,M
MI,autre,60000,autre,M
MI,Data Engineer,200000,US,L
EN,autre,100000,autre,S
MI,Data Engineer,100000,US,L
SE,Machine Learning Engineer,82744,autre,M
MI,Data Engineer,59303,DE,S
MI,Research Scientist,62649,autre,M
MI,Data Engineer,82528,GB,L
MI,Data Architect,170000,US,L
MI,Data Architect,150000,US,L
EN,autre,55000,US,S
EX,autre,250000,US,L
EN,Data Engineer,80000,US,L
EN,autre,70000,US,L
EX,autre,130026,DE,M
EN,autre,63831,DE,L
SE,Data Scientist,68428,US,L
EX,autre,85000,autre,M
EX,autre,230000,autre,L
EN,Machine Learning Engineer,125000,US,S
SE,autre,120000,US,M
MI,Research Scientist,450000,US,M
MI,Data Analyst,46759,autre,L
MI,Data Engineer,74130,autre,L
SE,autre,127221,CA,L
SE,Data Science Manager,144000,US,L
EN,Data Scientist,13400,autre,L
MI,Data Scientist,75774,CA,L
MI,Data Scientist,150000,US,M
MI,autre,103000,US,L
SE,Data Engineer,153000,US,L
MI,Data Engineer,90000,US,L
EN,Data Analyst,90000,US,S
EN,Data Analyst,60000,US,S
MI,Data Scientist,50000,autre,L
EN,autre,12000,US,M
MI,autre,5409,IN,M
MI,autre,270000,US,L
MI,autre,54238,CA,L
MI,Machine Learning Engineer,47282,ES,S
EX,autre,153667,autre,L
MI,Data Engineer,28476,autre,L
MI,autre,110000,US,L
EN,Research Scientist,82528,GB,L
EN,Machine Learning Engineer,250000,US,L
EN,Data Analyst,59102,autre,M
SE,Data Analyst,80000,US,S
EN,Data Analyst,10000,autre,S
EN,Machine Learning Engineer,138000,US,S
MI,Data Engineer,140000,US,L
SE,autre,79197,DE,L
SE,autre,170000,US,L
EN,Data Analyst,80000,US,M
MI,Data Scientist,45760,US,S
MI,autre,100000,US,M
SE,Data Scientist,53192,autre,L
EX,autre,235000,US,L
EX,autre,150000,US,L
EX,Data Engineer,79833,ES,L
EN,autre,225000,US,L
EN,autre,76833,DE,S
MI,autre,50180,autre,M
SE,autre,88654,autre,L
SE,autre,103160,GB,S
SE,Data Engineer,113476,GB,M
SE,Machine Learning Engineer,94564,DE,L
EN,Data Engineer,30428,IN,L
SE,Data Engineer,150000,US,M
SE,Data Engineer,115000,US,S
MI,Research Scientist,187442,CA,L
MI,Data Analyst,51519,GB,L
MI,Data Engineer,106000,US,L
MI,Data Engineer,112872,GB,L
MI,autre,36259,US,L
SE,Data Engineer,150000,US,L
EN,autre,15966,DE,S
MI,autre,95746,US,S
EN,autre,70000,US,M
MI,Data Scientist,76958,GB,S
MI,autre,89294,autre,L
EN,Data Scientist,29751,IN,L
SE,autre,276000,US,L
SE,Data Engineer,188000,US,L
SE,autre,160000,US,S
MI,Data Scientist,105000,US,L
MI,Data Engineer,200000,US,L
SE,Data Engineer,174000,US,L
MI,Data Analyst,93000,US,L
EN,Data Scientist,28399,IN,M
SE,Research Scientist,60757,autre,L
EN,Data Scientist,90000,US,S
MI,Data Engineer,70139,autre,L
EN,Data Analyst,6072,IN,S
SE,Data Engineer,33511,autre,S
SE,autre,170000,US,M
SE,Data Engineer,96282,GB,L
MI,Data Engineer,12103,autre,M
EN,Data Scientist,36643,autre,L
MI,Data Engineer,72212,GB,L
EN,Data Analyst,91000,US,L
SE,autre,99703,CA,M
SE,Data Scientist,165000,US,L
MI,Data Analyst,80000,US,L
SE,Data Scientist,103691,CA,L
EN,Data Engineer,21637,IN,M
EN,Research Scientist,42000,autre,L
MI,autre,115000,autre,L
MI,Research Scientist,63810,CA,M
SE,autre,260000,autre,S
MI,autre,110000,US,S
MI,Data Architect,180000,US,L
SE,Data Analyst,200000,US,L
SE,autre,109024,GB,M
SE,Data Engineer,200000,US,L
SE,autre,256000,US,S
MI,Data Engineer,110000,US,L
MI,Data Scientist,79833,DE,L
EN,Data Engineer,72500,US,L
SE,Machine Learning Engineer,185000,US,L
MI,Data Engineer,69741,autre,L
EN,Research Scientist,100000,autre,L
MI,Data Engineer,112000,US,L
SE,Machine Learning Engineer,150000,US,L
SE,Data Scientist,20171,autre,L
SE,autre,55000,ES,L
EN,Data Scientist,58000,US,L
EN,Data Scientist,100000,US,M
SE,Data Scientist,77684,autre,M
EN,Machine Learning Engineer,85000,DE,S
EN,autre,76833,DE,L
SE,autre,105000,US,M
EN,Data Analyst,72000,US,L
EN,Data Engineer,65013,DE,M
MI,Data Engineer,28016,autre,M
MI,Data Engineer,111775,US,M
MI,Data Engineer,93150,US,M
SE,autre,160000,US,S
MI,Data Scientist,25532,DE,S
SE,Machine Learning Engineer,66265,IN,L
MI,Data Scientist,16904,IN,S
SE,Data Analyst,63831,DE,L
SE,autre,190000,US,S
EX,autre,141846,DE,L
EN,autre,16228,IN,L
SE,Data Analyst,71786,CA,M
MI,Data Scientist,35735,autre,L
SE,Data Scientist,135000,US,L
EN,Machine Learning Engineer,24823,DE,M
SE,Data Science Manager,54094,US,L
SE,Machine Learning Engineer,24342,IN,L
EN,autre,9272,autre,S
MI,Data Scientist,147000,US,L
SE,Research Scientist,96113,CA,L
SE,Data Science Manager,174000,US,L
MI,autre,135000,US,L
EN,Machine Learning Engineer,21844,autre,M
SE,autre,125000,autre,S
EN,Data Scientist,51321,autre,S
MI,Data Scientist,40481,IN,L
EX,autre,69741,ES,S
SE,autre,50000,GB,M
EN,Data Scientist,39916,autre,M
MI,autre,87000,US,L
MI,Data Engineer,26005,US,L
MI,Data Scientist,90734,DE,L
MI,autre,22611,IN,L
MI,Data Scientist,5679,US,S
EN,Machine Learning Engineer,81000,US,S
MI,Data Scientist,40038,autre,L
EN,autre,90000,US,S
MI,Data Scientist,61467,autre,M
SE,autre,195000,US,M
MI,Data Scientist,37825,ES,L
MI,Data Analyst,85000,US,L
EX,autre,416000,US,S
SE,autre,225000,CA,L
MI,Data Scientist,56256,GB,L
MI,Data Scientist,33808,IN,M
MI,Data Scientist,116914,GB,L
MI,Machine Learning Engineer,46597,autre,L
MI,Data Analyst,8000,autre,L
EN,Data Engineer,41689,autre,S
SE,autre,114047,GB,S
MI,Machine Learning Engineer,88654,autre,M
EN,autre,5707,IN,M
MI,autre,56000,US,M
EN,autre,28609,autre,S
MI,Data Scientist,88654,DE,L
MI,autre,6072,IN,L
SE,Data Engineer,47899,autre,L
MI,autre,98000,US,M
MI,Data Engineer,66022,GB,S
MI,Research Scientist,56738,autre,S
MI,Machine Learning Engineer,24823,autre,L
SE,autre,120000,US,L
MI,Data Engineer,20000,US,L
EX,autre,325000,US,L
SE,Machine Learning Engineer,200000,US,L
EN,autre,45896,autre,S
MI,Data Scientist,160000,US,L
SE,Research Scientist,50000,US,S
MI,autre,40189,autre,M
MI,Data Scientist,12901,autre,S
SE,Data Engineer,165000,US,M
EN,autre,5882,autre,L
MI,Data Scientist,42197,autre,S
SE,autre,185000,US,L
EN,Data Scientist,62726,DE,S
MI,Data Scientist,90734,DE,L
EN,Data Scientist,21669,autre,S
MI,Data Engineer,110000,US,L
SE,autre,140000,US,L
SE,Data Scientist,120000,US,L
SE,Data Scientist,87738,CA,S
SE,autre,61896,GB,L
MI,autre,12000,autre,M
SE,Data Engineer,76833,GB,S
MI,Machine Learning Engineer,74000,autre,S
SE,Data Science Manager,152000,autre,L
MI,autre,18000,autre,S
SE,autre,60000,US,S
MI,Data Scientist,130000,US,L
SE,autre,18907,autre,M
EN,autre,59102,autre,L
SE,autre,173762,DE,M
SE,autre,148261,DE,M
MI,Data Scientist,38776,ES,M
MI,Data Scientist,46809,ES,M
EN,autre,18053,autre,S
SE,Data Scientist,91237,autre,S
MI,Data Scientist,62726,autre,S
MI,Data Scientist,115000,US,L
SE,autre,235000,US,L
MI,autre,19609,IN,L
EN,autre,12000,US,S
MI,Data Analyst,75000,US,L
MI,Data Analyst,62000,US,L
MI,Data Scientist,73000,US,L
MI,Data Engineer,45391,autre,L
SE,Data Science Manager,190200,US,M
MI,Data Scientist,118000,US,M
MI,Data Scientist,138350,US,M
MI,Data Engineer,130800,US,M
SE,Machine Learning Engineer,45618,autre,S
SE,autre,168000,autre,S
MI,Data Scientist,119059,autre,M
MI,autre,423000,US,L
MI,Data Engineer,28369,autre,L
SE,autre,165000,US,L
SE,Data Scientist,412000,US,L
MI,autre,151000,US,L
EN,Data Scientist,105000,US,S
EN,autre,100000,US,L
SE,Data Science Manager,94665,IN,L
